time_s,alt,direction,conf,lateral_est,ratio
4,7.7,45,0.3045273423194885,9.176502662975418,1.19175359259421
8,16.4,0,0.47572752833366394,19.544758918545043,1.19175359259421
10,21.0,45,0.4084877371788025,25.02682544447841,1.19175359259421
12,25.7,45,0.5498974919319153,30.628067329671197,1.19175359259421
14,29.9,45,0.42716822028160095,35.633432418566876,1.19175359259421
100,7.9,0,0.33105605840682983,9.41485338149426,1.19175359259421
190,3.5,0,0.6986708045005798,4.171137574079735,1.19175359259421
194,2.4,315,0.7495772242546082,2.860208622226104,1.19175359259421
